Identifier,Mean_GFP_Intensity,Total_GFP_Intensity,Mean_GFP_Head,Total_GFP_Head,Mean_GFP_Tail,Total_GFP_Tail
D5_03_042,846.8535550858614,356991963,992.2732315021109,148308134,766.9718216165359,208683829
D5_03_043,885.6948147727246,374093576,1029.4716544955268,154082052,806.7836832879847,220011524
D5_03_044,849.1988341060807,357336925,992.3574837597773,149707050,769.1904102129047,207629875
D5_03_045,847.961811626133,357939944,992.8049077955574,148967398,768.0809274049789,208972546
D5_03_046,866.5708013770521,365745739,1010.2757589451858,152018214,786.9520672781298,213727525
D5_03_047,851.0669969683029,360729002,998.5832323043925,149909312,770.1654166651444,210819690
D5_03_048,869.283334199351,368049348,1015.7890554223288,152490253,788.8020631307771,215559095
D5_03_049,890.2089474776832,377356012,1037.061424259184,155632845,809.725799324386,221723167
D5_03_050,872.8142905918504,370671137,1021.6580967946365,153151657,791.6132178470049,217519480
D5_03_051,889.6417292004223,378308580,1036.0071347880373,156821436,808.742757406907,221487144
D5_03_052,871.6331786265695,372038318,1021.3155797125436,154268697,789.6497969395896,217769621
D5_03_053,872.7482865196843,372456677,1022.1578884525578,154092346,791.1435812340812,218364331
D5_03_054,890.6216773849058,380293675,1040.964530877286,157102367,808.4356884648541,223191308
D5_03_055,854.5916599148569,364949950,1007.0174749291513,151730344,771.492171811284,213219606
D5_03_056,874.6931008584444,373844706,1026.7021903037778,154827717,791.8184707158351,219016989
D5_03_057,875.0805456408145,374126686,1028.5127719709897,154293372,792.1407404204411,219833314
D5_03_058,855.8350771176615,365394507,1011.2594176827237,151779926,771.5756659623269,213614581
D5_03_059,876.0824800883615,375967292,1030.1397901209812,154119214,793.6297221109267,221848078
D5_03_060,875.3581841884153,374013416,1028.6072960946462,155106780,791.774461436074,218906636
D5_03_061,873.6860918936751,376081673,1031.0046777928292,154503268,789.6677619504129,221578405
D6_03_001,806.451911475038,312796890,938.5632530120482,149569440,714.3183170829906,163227450
D6_03_002,804.1389405694729,312492413,938.483057835751,150226737,710.0379204571809,162265676
D6_03_003,820.0458525258389,324906267,953.4944567898967,155756180,726.4274603610877,169150087
D6_03_004,815.8289704061152,324772539,950.0220241443468,153691713,723.9616523917533,171080826
D6_03_005,812.6679053437329,324976956,942.9222598663126,154464810,722.2826147733338,170512146
D6_03_006,812.7588290460196,318924939,944.7442093789482,152545958,720.4736543541333,166378981
D6_03_007,816.151274413284,322480140,946.265892048909,154083314,724.9422101683241,168396826
D6_03_008,815.4861200088119,322052594,949.7448653639021,154309797,721.6420028737857,167742797
D6_03_009,815.311705060701,321149650,949.6042620014476,154806386,720.4874651327985,166343264
D6_03_010,834.2403349290785,329183728,969.1885985923278,157805226,739.4366891171813,171378502
D6_03_011,818.4667911786858,323849303,956.1624897906547,155702456,722.165493456796,168146847
D6_03_012,816.6108835473933,326552893,955.9470475959645,157764721,718.6971084039803,168788172
D6_03_013,802.3194045110532,321742116,943.1560758692849,155043541,704.4782505800268,166698575
D6_03_014,837.4975333745472,337324744,977.2736778409778,161504248,740.2438393883385,175820496
D6_03_015,803.0441270480895,322840603,947.0219258410392,155361788,703.7871268405836,167478815
D6_03_016,821.1358903227405,331517193,963.0341865835844,158878491,723.0849539063383,172638702
D6_03_017,805.4886055903473,324509611,947.5708483918146,156790758,706.4612795747388,167718853
D6_03_018,823.5017850584735,329620589,965.5007843927214,158169304,725.1181453693443,171451285
D6_03_019,823.5763858587862,332197771,966.4191781817741,159529713,724.6222328536596,172668058
D6_03_020,824.7377605065342,329807682,965.7357778802067,159234378,725.8129611505893,170573304
D6_03_021,824.1269306782078,329428258,965.2857238524291,158557833,725.6568777338939,170870425
D6_03_022,824.8252457913297,330965254,966.4217295897589,158988938,726.4292605452349,171976316
D6_03_023,825.0759977585456,331288640,965.2368472153113,159065241,727.5067439414356,172223399
D6_03_024,844.1330152377254,339143945,982.7612549752452,161974779,747.7069677147077,177169166
D6_03_025,809.0276707206734,323690353,947.1190746876615,155786881,712.6239723614572,167903472
D6_03_026,827.481652202186,330851989,964.873205872519,158716818,731.4473877663756,172135171
D6_03_027,826.4686819987622,331189142,961.7685674581743,158490804,731.9680168858636,172698338
D6_03_028,845.9941893682154,339088853,979.9982476848753,161066632,752.8544465730369,178022221
D6_03_029,846.3911985256894,339403717,980.333464968772,161358967,753.1344514709925,178044750
D6_03_030,845.9556992397015,338471951,978.400849729769,161660194,752.7844659119454,176811757
D6_03_031,830.4468227942241,332758381,963.4595954066613,158404319,737.8941706237356,174354062
D6_03_032,829.7817879968045,332377393,962.6853892944039,158265478,737.262512703252,174111915
D6_03_033,831.1864165281406,332511970,961.0720899029209,158299145,740.2790289545921,174212825
D6_03_034,828.2461280494651,331933716,956.9556142572386,157948395,738.120438327804,173985321
D6_03_035,830.0066609309343,332828521,957.6644049091659,157934183,740.8297137822509,174894338
D6_03_036,830.4822506809409,333258409,956.6405533304653,157881087,742.3504397958061,175377322
D6_03_037,813.4101687641593,326011542,939.4721517070068,155064576,725.1473693587454,170946966
D6_03_038,829.4671461979839,332341772,953.9280221712817,157300823,742.4193348630663,175040949
D6_03_039,829.1670763556249,334954478,949.7119555099124,158135588,744.6385435617545,176818890
D6_03_040,831.0706847515322,333993180,952.2700454723401,158110157,745.7473584681659,175883023
D6_03_041,830.8742215200109,333932504,949.6510864194555,157602195,747.3301588916155,176330309
D6_03_042,810.4708223404731,326242062,927.3956675880303,154337187,728.0587978688261,171904875
D6_03_043,846.6479510259675,343126095,962.6199873263349,161023221,765.1381260504202,182102874
D6_03_044,811.0356486839189,329385908,926.4929045084943,155645249,729.5858627003057,173740659
D6_03_045,814.27279288485,328311533,929.5959482307354,154497917,733.4000683552956,173813616
D6_03_046,832.3045025902492,335299695,946.8315272359486,157272504,751.9532635278117,178027191
D6_03_047,813.6260933897239,329929449,927.4682523107401,155431622,733.4368437865147,174497827
D6_03_048,834.0016792115092,338723944,948.1117468563529,158413355,754.2482598510834,180310589
D6_03_049,853.710921914633,343636574,966.8876632853679,160323511,774.4302576603143,183313063
D6_03_050,835.2290337537781,336850375,949.017554483048,158291383,754.9807702065046,178558992
D6_03_051,853.6381291306558,344216771,965.4433534879523,160471167,775.2324867099823,183745604
D6_03_052,836.5079002619522,341050963,946.0567189239719,158891172,759.7683946662663,182159791
D6_03_053,837.6579064554913,338593053,947.7575688595493,158212962,760.1993046190155,180380091
D6_03_054,855.2934198785368,346023493,964.9311855762669,161199474,778.1769069803671,184824019
D6_03_055,821.3398477710033,331926430,930.4692614099919,155105504,744.7223878836888,176820926
D6_03_056,836.5759608487344,341713673,944.5593863137278,159148811,760.7598311504853,182564862
D6_03_057,838.889291439564,340144441,948.3358672044678,158937298,761.7778445731774,181207143
D6_03_058,821.3746479359552,333039493,931.5799292223409,156102054,743.7502427500746,176937439
D6_03_059,839.4811204434822,340424705,948.4103889251948,158188214,763.374137606032,182236491
D6_03_060,839.3097251897874,340964540,948.6425766988664,158501099,762.9282285647386,182463441
D6_03_061,839.8454806936326,343962076,947.5437738062093,159955812,764.3265390894024,184006264
